employee_id,hire_date,termination_date,org_l01,gender,ethnicity,job_level,ethnicity_is_underrepresented_minority,org_l00,org_l02,org_l03,termination_date_clean,termination_reason,is_termination_voluntary,job_level_category,job_level_category_ordered_w_indicators,job_track,job_level_idx,is_manager_track,employee_tenure_current_month_year,employee_tenure_duration_bucket,gender_remapped,ethnicity_remapped
e001011,2018-04-17,2021-03-12,Sales,Male,Asian,S3,FALSE,Company Inc.,Consumer,Consumer Direct,2021-03-12,Failure to Return from Leave,TRUE,Support,01--Support (S1-3),S,3,FALSE,3.751552795,04--3-4 years,Male,01--Asian
e001012,2018-04-05,2022-04-08,Sales,Female,Black,M4,TRUE,Company Inc.,Sales Operations,Sales Forecasting,2022-04-08,Mutual Separation,FALSE,Manager,06--Manager (M4-6),M,4,TRUE,2.669427191,03--2-3 years,Female/Non-binary,02--Minority
e001013,2018-04-05,2018-12-13,Production,Male,White,IC9,FALSE,Company Inc.,Quality Control,Process Control,2018-12-13,Company Culture,TRUE,Principal,05--Principal (IC 8-10),IC,9,FALSE,6.015182885,05--4+ years,Male,00--White
e001014,2018-04-16,2019-12-12,Production,Female,Asian,IC5,FALSE,Company Inc.,Research,Design,2019-12-12,Limited Internal Mobility Options,TRUE,Senior,03--Senior (IC4-5),IC,5,FALSE,5.010351967,05--4+ years,Female/Non-binary,01--Asian
e001015,2018-04-24,2021-07-23,Production,Female,Hispanic,S3,TRUE,Company Inc.,Research,Design,2021-07-23,Company Culture,TRUE,Support,01--Support (S1-3),S,3,FALSE,3.384403037,04--3-4 years,Female/Non-binary,02--Minority
e001016,2018-04-12,2018-08-13,Sales,Male,White,IC2,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2018-08-13,Work/Life Balance,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,6.351966874,05--4+ years,Male,00--White
e001017,2018-04-24,2019-06-07,Production,Male,White,S1,FALSE,Company Inc.,Research,Design,2019-06-07,Management,TRUE,Support,01--Support (S1-3),S,1,FALSE,5.529330573,05--4+ years,Male,00--White
e001018,2018-04-23,2020-09-25,Sales,Female,Black,IC6,TRUE,Company Inc.,Retail,Retail Direct,2020-09-25,Limited Internal Mobility Options,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,4.215320911,05--4+ years,Female/Non-binary,02--Minority
e001019,2018-04-11,2020-05-21,Sales,Female,Hispanic,S3,TRUE,Company Inc.,Sales Operations,Sales Forecasting,2020-05-21,Career Change,TRUE,Support,01--Support (S1-3),S,3,FALSE,4.565907522,05--4+ years,Female/Non-binary,02--Minority
e001020,2018-04-25,,Sales,Male,Black,IC2,TRUE,Company Inc.,Consumer,Consumer Direct,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,6.655624569,05--4+ years,Male,02--Minority
e001021,2018-04-25,2022-01-26,Sales,Non-binary,Asian,IC2,FALSE,Company Inc.,Business,Account Management,2022-01-26,Leadership,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,2.868184955,03--2-3 years,Female/Non-binary,01--Asian
e001022,2018-04-20,2019-08-02,Sales,Female,Hispanic,S2,TRUE,Company Inc.,Retail,Merchandising,2019-08-02,Role Clarity,TRUE,Support,01--Support (S1-3),S,2,FALSE,5.374741201,05--4+ years,Female/Non-binary,02--Minority
e001023,2018-04-30,2024-06-19,Sales,Female,Black,IC1,TRUE,Company Inc.,Retail,Retail Direct,2024-06-19,Dissatisfied with Performance Feedback,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,0.4527260179,00--0-0.5 years,Female/Non-binary,02--Minority
e001024,2018-04-24,2019-07-24,Administrative,Female,Asian,IC7,FALSE,Company Inc.,IT Services,IT Support,2019-07-24,Company Confidence,TRUE,Staff,04--Staff (IC 6-7),IC,7,FALSE,5.399585921,05--4+ years,Female/Non-binary,01--Asian
e001025,2018-04-02,2019-02-13,Sales,Female,Hispanic,IC2,TRUE,Company Inc.,Sales Operations,Sales Forecasting,2019-02-13,Dissatisfied with Performance Feedback,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,5.844030366,05--4+ years,Female/Non-binary,02--Minority
e001026,2018-04-19,,Sales,Non-binary,White,S3,FALSE,Company Inc.,Retail,Retail Support,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,6.672187716,05--4+ years,Female/Non-binary,00--White
e001027,2018-04-06,2018-09-25,Sales,Female,Black,IC3,TRUE,Company Inc.,Sales Operations,Sales Enablement,2018-09-25,Position Elimination,FALSE,Associate,02--Associate (IC1-3),IC,3,FALSE,6.23326432,05--4+ years,Female/Non-binary,02--Minority
e001028,2018-04-10,2023-10-13,Sales,Male,Hispanic,IC2,TRUE,Company Inc.,Sales Operations,Sales Forecasting,2023-10-13,Role Clarity,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,1.142857143,02--1-2 years,Male,02--Minority
e001029,2018-04-09,2022-01-12,Sales,Female,White,IC2,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2022-01-12,Career Change,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,2.906832298,03--2-3 years,Female/Non-binary,00--White
e001030,2018-04-05,2023-04-11,Production,Female,Black,S3,TRUE,Company Inc.,Hardware,Manufacturing and Assembly,2023-04-11,Company Confidence,TRUE,Support,01--Support (S1-3),S,3,FALSE,1.653554175,02--1-2 years,Female/Non-binary,02--Minority
e001031,2018-04-03,2022-10-13,Administrative,Female,Asian,IC2,FALSE,Company Inc.,Risk Management,Enterprise Risk Management,2022-10-13,Compensation/Benefits,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,2.150448585,03--2-3 years,Female/Non-binary,01--Asian
e001032,2018-04-13,2023-04-03,Sales,Female,Asian,S2,FALSE,Company Inc.,Retail,Retail Support,2023-04-03,Role Mismatch,TRUE,Support,01--Support (S1-3),S,2,FALSE,1.675638371,02--1-2 years,Female/Non-binary,01--Asian
e001033,2018-04-04,2019-10-16,Production,Female,Asian,IC4,FALSE,Company Inc.,Quality Control,Production Audits,2019-10-16,Failure to Return from Leave,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,5.167701863,05--4+ years,Female/Non-binary,01--Asian
e001034,2018-04-30,2019-04-11,Sales,Female,Asian,IC7,FALSE,Company Inc.,Consumer,Consumer Direct,2019-04-11,Golden Opportunity,TRUE,Staff,04--Staff (IC 6-7),IC,7,FALSE,5.686680469,05--4+ years,Female/Non-binary,01--Asian
e001035,2018-04-02,2019-01-02,Sales,Female,Asian,IC7,FALSE,Company Inc.,Business,Business Direct,2019-01-02,Company Culture,TRUE,Staff,04--Staff (IC 6-7),IC,7,FALSE,5.959972395,05--4+ years,Female/Non-binary,01--Asian
e001036,2018-04-23,2019-07-04,Sales,Male,Black,IC1,TRUE,Company Inc.,Business,Business Development,2019-07-04,Work Environment,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,5.454796411,05--4+ years,Male,02--Minority
e001037,2018-04-30,2023-07-31,Production,Female,Black,M5,TRUE,Company Inc.,Service Delivery,Product Maintenance,2023-07-31,Role Mismatch,TRUE,Manager,06--Manager (M4-6),M,5,TRUE,1.347135956,02--1-2 years,Female/Non-binary,02--Minority
e001038,2018-04-23,2023-02-01,Administrative,Female,Hispanic,S2,TRUE,Company Inc.,Risk Management,Strategic Risk,2023-02-01,Mutual Separation,FALSE,Support,01--Support (S1-3),S,2,FALSE,1.844030366,02--1-2 years,Female/Non-binary,02--Minority
e001039,2018-04-04,2018-09-03,Production,Male,Hispanic,M4,TRUE,Company Inc.,Hardware,Manufacturing and Assembly,2018-09-03,Management,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,6.293995859,05--4+ years,Male,02--Minority
e001040,2018-04-04,2023-09-13,Production,Non-binary,Asian,S1,FALSE,Company Inc.,Research,Software Research,2023-09-13,Career Change,TRUE,Support,01--Support (S1-3),S,1,FALSE,1.225672878,02--1-2 years,Female/Non-binary,01--Asian
e001041,2018-04-13,2022-02-18,Sales,Male,Black,IC1,TRUE,Company Inc.,Retail,Retail Direct,2022-02-18,Career Change,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,2.804692892,03--2-3 years,Male,02--Minority
e001042,2018-04-12,2020-03-31,Sales,Male,Hispanic,IC6,TRUE,Company Inc.,Sales Operations,Sales Enablement,2020-03-31,Change in Industry,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,4.706694272,05--4+ years,Male,02--Minority
e001043,2018-04-12,2018-09-25,Sales,Male,Asian,IC2,FALSE,Company Inc.,Sales Operations,Sales Forecasting,2018-09-25,Performance,FALSE,Associate,02--Associate (IC1-3),IC,2,FALSE,6.23326432,05--4+ years,Male,01--Asian
e001044,2018-04-02,2020-10-19,Sales,Male,Hispanic,M4,TRUE,Company Inc.,Business,Business Development,2020-10-19,Role Clarity,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,4.149068323,05--4+ years,Male,02--Minority
e001045,2018-04-25,2020-02-04,Production,Female,Hispanic,M6,TRUE,Company Inc.,Service Delivery,Product Maintenance,2020-02-04,Limited Internal Mobility Options,TRUE,Manager,06--Manager (M4-6),M,6,TRUE,4.861283644,05--4+ years,Female/Non-binary,02--Minority
e001046,2018-04-02,2019-06-05,Sales,Female,Hispanic,IC1,TRUE,Company Inc.,Sales Training,Onboarding,2019-06-05,Company Confidence,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,5.534851622,05--4+ years,Female/Non-binary,02--Minority
e001047,2018-04-02,2020-10-20,Production,Non-binary,Asian,IC8,FALSE,Company Inc.,Hardware,Prototyping,2020-10-20,Work Environment,TRUE,Principal,05--Principal (IC 8-10),IC,8,FALSE,4.146307798,05--4+ years,Female/Non-binary,01--Asian
e001048,2018-04-05,2020-01-06,Production,Non-binary,Asian,IC3,FALSE,Company Inc.,Hardware,Prototyping,2020-01-06,Compensation/Benefits,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,4.941338854,05--4+ years,Female/Non-binary,01--Asian
e001049,2018-04-27,2019-06-03,Sales,Female,Asian,M6,FALSE,Company Inc.,Sales Training,Product Training,2019-06-03,Gross Misconduct,FALSE,Manager,06--Manager (M4-6),M,6,TRUE,5.540372671,05--4+ years,Female/Non-binary,01--Asian
e001050,2018-04-02,,Administrative,Male,Asian,S3,FALSE,Company Inc.,IT Services,IT Infrastructure,2999-12-31,,,Support,01--Support (S1-3),S,3,FALSE,6.719116632,05--4+ years,Male,01--Asian
e001051,2018-04-09,2020-02-14,Sales,Female,White,M4,FALSE,Company Inc.,Retail,Retail Support,2020-02-14,Company Culture,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,4.833678399,05--4+ years,Female/Non-binary,00--White
e001052,2018-04-06,2020-01-09,Administrative,Female,Asian,IC4,FALSE,Company Inc.,People,People Analytics,2020-01-09,Management,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,4.933057281,05--4+ years,Female/Non-binary,01--Asian
e001053,2018-04-25,2020-10-29,Administrative,Female,Asian,IC2,FALSE,Company Inc.,Communications,Commercials,2020-10-29,Conflict with Work Location / Return to Work,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,4.121463078,05--4+ years,Female/Non-binary,01--Asian
e001054,2018-04-19,2021-03-19,Production,Female,Asian,IC4,FALSE,Company Inc.,Research,Product Management and Strategy,2021-03-19,Role Clarity,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,3.732229124,04--3-4 years,Female/Non-binary,01--Asian
e001055,2018-04-02,2020-08-18,Administrative,Female,Black,IC1,TRUE,Company Inc.,Communications,Market Research,2020-08-18,Career Change,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,4.320220842,05--4+ years,Female/Non-binary,02--Minority
e001056,2018-05-03,2021-10-25,Sales,Female,White,S3,FALSE,Company Inc.,Retail,Retail Direct,2021-10-25,Golden Opportunity,TRUE,Support,01--Support (S1-3),S,3,FALSE,3.124913734,04--3-4 years,Female/Non-binary,00--White
e001057,2018-05-30,2022-02-17,Administrative,Female,Asian,M5,FALSE,Company Inc.,Communications,Commercials,2022-02-17,Conflict with Work Location / Return to Work,TRUE,Manager,06--Manager (M4-6),M,5,TRUE,2.807453416,03--2-3 years,Female/Non-binary,01--Asian
e001058,2018-05-01,2020-07-27,Production,Non-binary,Black,S3,TRUE,Company Inc.,Service Delivery,Installation and Deployment,2020-07-27,Career Progression,TRUE,Support,01--Support (S1-3),S,3,FALSE,4.380952381,05--4+ years,Female/Non-binary,02--Minority
e001059,2018-05-10,2020-02-07,Administrative,Male,Asian,IC3,FALSE,Company Inc.,IT Services,IT Infrastructure,2020-02-07,Role Clarity,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,4.85300207,05--4+ years,Male,01--Asian
e001060,2018-05-25,2018-06-07,Administrative,Female,Asian,IC5,FALSE,Company Inc.,IT Services,IT Infrastructure,2018-06-07,Mutual Separation,FALSE,Senior,03--Senior (IC4-5),IC,5,FALSE,6.536922015,05--4+ years,Female/Non-binary,01--Asian
e001061,2018-05-14,2023-11-09,Sales,Male,Asian,IC3,FALSE,Company Inc.,Sales Training,Onboarding,2023-11-09,Career Change,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.068322981,02--1-2 years,Male,01--Asian
e001062,2018-05-03,2020-08-07,Administrative,Male,Asian,S1,FALSE,Company Inc.,IT Services,IT Support,2020-08-07,Work/Life Balance,TRUE,Support,01--Support (S1-3),S,1,FALSE,4.350586611,05--4+ years,Male,01--Asian
e001063,2018-05-01,2019-02-19,Sales,Male,Hispanic,IC7,TRUE,Company Inc.,Sales Operations,Compensation and Incentives,2019-02-19,Role Clarity,TRUE,Staff,04--Staff (IC 6-7),IC,7,FALSE,5.827467219,05--4+ years,Male,02--Minority
e001064,2018-05-10,2021-06-14,Production,Female,Hispanic,S2,TRUE,Company Inc.,Service Delivery,Product Maintenance,2021-06-14,Career Progression,TRUE,Support,01--Support (S1-3),S,2,FALSE,3.492063492,04--3-4 years,Female/Non-binary,02--Minority
e001065,2018-05-10,2020-03-25,Sales,Male,White,IC2,FALSE,Company Inc.,Retail,Retail Direct,2020-03-25,Failure to Return from Leave,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,4.723257419,05--4+ years,Male,00--White
e001066,2018-05-28,2023-07-03,Sales,Female,Asian,IC4,FALSE,Company Inc.,Business,Business Development,2023-07-03,Dissatisfied with Performance Feedback,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,1.424430642,02--1-2 years,Female/Non-binary,01--Asian
e001067,2018-05-07,2023-05-08,Sales,Female,Asian,S3,FALSE,Company Inc.,Consumer,Consumer Direct,2023-05-08,Work/Life Balance,TRUE,Support,01--Support (S1-3),S,3,FALSE,1.579020014,02--1-2 years,Female/Non-binary,01--Asian
e001068,2018-05-22,,Sales,Male,Black,IC2,TRUE,Company Inc.,Business,Business Development,2999-12-31,,,Associate,02--Associate (IC1-3),IC,2,FALSE,6.581090407,05--4+ years,Male,02--Minority
e001069,2018-05-25,2018-09-28,Administrative,Female,Hispanic,M5,TRUE,Company Inc.,Communications,Marketing,2018-09-28,Career Progression,TRUE,Manager,06--Manager (M4-6),M,5,TRUE,6.224982747,05--4+ years,Female/Non-binary,02--Minority
e001070,2018-05-07,2021-10-28,Administrative,Male,Asian,M4,FALSE,Company Inc.,Risk Management,Operational Risk,2021-10-28,Mutual Separation,FALSE,Manager,06--Manager (M4-6),M,4,TRUE,3.11663216,04--3-4 years,Male,01--Asian
e001071,2018-05-17,2018-09-14,Sales,Male,Asian,IC1,FALSE,Company Inc.,Consumer,Customer Relations,2018-09-14,Position Elimination,FALSE,Associate,02--Associate (IC1-3),IC,1,FALSE,6.26363009,05--4+ years,Male,01--Asian
e001072,2018-05-18,2022-07-07,Production,Female,Asian,M4,FALSE,Company Inc.,Research,Software Research,2022-07-07,Management,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,2.420979986,03--2-3 years,Female/Non-binary,01--Asian
e001073,2018-05-03,2020-02-03,Sales,Female,Hispanic,IC1,TRUE,Company Inc.,Sales Operations,Sales Forecasting,2020-02-03,Career Progression,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,4.864044168,05--4+ years,Female/Non-binary,02--Minority
e001074,2018-05-16,,Administrative,Female,Asian,M5,FALSE,Company Inc.,IT Services,Information Security,2999-12-31,,,Manager,06--Manager (M4-6),M,5,TRUE,6.597653554,05--4+ years,Female/Non-binary,01--Asian
e001075,2018-05-16,2022-11-28,Sales,Male,Black,IC4,TRUE,Company Inc.,Business,Business Direct,2022-11-28,Dissatisfied with Performance Feedback,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,2.023464458,03--2-3 years,Male,02--Minority
e001076,2018-05-18,2022-02-08,Administrative,Non-binary,Asian,IC2,FALSE,Company Inc.,IT Services,IT Support,2022-02-08,Performance,FALSE,Associate,02--Associate (IC1-3),IC,2,FALSE,2.832298137,03--2-3 years,Female/Non-binary,01--Asian
e001077,2018-05-08,2019-09-02,Administrative,Female,Asian,IC2,FALSE,Company Inc.,Risk Management,Enterprise Risk Management,2019-09-02,Limited Internal Mobility Options,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,5.289164941,05--4+ years,Female/Non-binary,01--Asian
e001078,2018-05-04,2020-10-30,Administrative,Female,White,S1,FALSE,Company Inc.,Communications,Marketing,2020-10-30,Inability to Work Remotely,TRUE,Support,01--Support (S1-3),S,1,FALSE,4.118702553,05--4+ years,Female/Non-binary,00--White
e001079,2018-05-18,2019-03-28,Production,Female,Asian,IC2,FALSE,Company Inc.,Hardware,Supply Chain Management,2019-03-28,Inability to Work Remotely,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,5.725327812,05--4+ years,Female/Non-binary,01--Asian
e001080,2018-05-15,2018-12-24,Sales,Male,Black,M4,TRUE,Company Inc.,Sales Training,Onboarding,2018-12-24,Golden Opportunity,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,5.984817115,05--4+ years,Male,02--Minority
e001081,2018-05-07,2020-09-28,Sales,Female,Black,S2,TRUE,Company Inc.,Consumer,Telemarketing,2020-09-28,Company Culture,TRUE,Support,01--Support (S1-3),S,2,FALSE,4.207039337,05--4+ years,Female/Non-binary,02--Minority
e001082,2018-05-10,2021-09-17,Sales,Female,Black,IC4,TRUE,Company Inc.,Sales Training,Sales Development,2021-09-17,Company Confidence,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,3.229813665,04--3-4 years,Female/Non-binary,02--Minority
e001083,2018-05-09,2019-12-09,Administrative,Female,Hispanic,S1,TRUE,Company Inc.,Risk Management,Enterprise Risk Management,2019-12-09,Inability to Work Remotely,TRUE,Support,01--Support (S1-3),S,1,FALSE,5.01863354,05--4+ years,Female/Non-binary,02--Minority
e001084,2018-05-25,2018-12-13,Administrative,Female,Black,IC2,TRUE,Company Inc.,Finance,Accounting,2018-12-13,Management,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,6.015182885,05--4+ years,Female/Non-binary,02--Minority
e001085,2018-05-01,2023-07-06,Administrative,Female,Asian,IC3,FALSE,Company Inc.,Finance,Accounting,2023-07-06,Change in Industry,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,1.416149068,02--1-2 years,Female/Non-binary,01--Asian
e001086,2018-05-24,2020-05-28,Sales,Female,Hispanic,IC5,TRUE,Company Inc.,Sales Training,Onboarding,2020-05-28,Company Culture,TRUE,Senior,03--Senior (IC4-5),IC,5,FALSE,4.546583851,05--4+ years,Female/Non-binary,02--Minority
e001087,2018-05-31,,Administrative,Female,Hispanic,IC6,TRUE,Company Inc.,People,Compensation,2999-12-31,,,Staff,04--Staff (IC 6-7),IC,6,FALSE,6.556245687,05--4+ years,Female/Non-binary,02--Minority
e001088,2018-06-22,2018-09-18,Administrative,Male,White,IC3,FALSE,Company Inc.,Communications,Commercials,2018-09-18,Leadership,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,6.252587992,05--4+ years,Male,00--White
e001089,2018-06-21,2021-07-30,Production,Female,Asian,M4,FALSE,Company Inc.,Software,Cloud Operations,2021-07-30,Company Culture,TRUE,Manager,06--Manager (M4-6),M,4,TRUE,3.365079365,04--3-4 years,Female/Non-binary,01--Asian
e001090,2018-06-28,2018-09-06,Sales,Male,Hispanic,S1,TRUE,Company Inc.,Sales Training,Product Training,2018-09-06,Career Progression,TRUE,Support,01--Support (S1-3),S,1,FALSE,6.285714286,05--4+ years,Male,02--Minority
e001091,2018-06-13,2020-01-09,Production,Non-binary,Hispanic,S1,TRUE,Company Inc.,Software,Back-End Development,2020-01-09,Gross Misconduct,FALSE,Support,01--Support (S1-3),S,1,FALSE,4.933057281,05--4+ years,Female/Non-binary,02--Minority
e001092,2018-06-29,2021-07-22,Production,Female,Asian,IC3,FALSE,Company Inc.,Software,Back-End Development,2021-07-22,Conflict with Work Location / Return to Work,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,3.387163561,04--3-4 years,Female/Non-binary,01--Asian
e001093,2018-06-28,2024-04-25,Administrative,Male,Hispanic,IC5,TRUE,Company Inc.,IT Services,IT Support,2024-04-25,Failure to Return from Leave,TRUE,Senior,03--Senior (IC4-5),IC,5,FALSE,0.6045548654,01--0.5-1 years,Male,02--Minority
e001094,2018-06-04,2020-03-19,Administrative,Male,Asian,IC6,FALSE,Company Inc.,IT Services,IT Support,2020-03-19,Conflict with Work Location / Return to Work,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,4.739820566,05--4+ years,Male,01--Asian
e001095,2018-06-04,2019-09-27,Administrative,Female,Asian,IC4,FALSE,Company Inc.,IT Services,IT Infrastructure,2019-09-27,Company Culture,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,5.220151829,05--4+ years,Female/Non-binary,01--Asian
e001096,2018-06-11,2019-09-20,Administrative,Non-binary,Asian,IC1,FALSE,Company Inc.,IT Services,Information Security,2019-09-20,Position Elimination,FALSE,Associate,02--Associate (IC1-3),IC,1,FALSE,5.2394755,05--4+ years,Female/Non-binary,01--Asian
e001097,2018-06-29,2019-04-22,Administrative,Female,White,IC7,FALSE,Company Inc.,Legal,Commercial,2019-04-22,Policy Violation,FALSE,Staff,04--Staff (IC 6-7),IC,7,FALSE,5.6563147,05--4+ years,Female/Non-binary,00--White
e001098,2018-06-26,2018-09-11,Production,Male,Hispanic,IC8,TRUE,Company Inc.,Software,Front-End Development,2018-09-11,Company Culture,TRUE,Principal,05--Principal (IC 8-10),IC,8,FALSE,6.271911663,05--4+ years,Male,02--Minority
e001099,2018-06-07,2018-12-07,Production,Male,Hispanic,IC1,TRUE,Company Inc.,Hardware,Supply Chain Management,2018-12-07,Golden Opportunity,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,6.031746032,05--4+ years,Male,02--Minority
e001100,2018-06-12,2023-04-14,Administrative,Male,White,IC1,FALSE,Company Inc.,People,Benefits,2023-04-14,Career Progression,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,1.645272602,02--1-2 years,Male,00--White
e001101,2018-06-07,2019-01-15,Administrative,Male,Black,S2,TRUE,Company Inc.,Finance,Financial Planning and Analysis,2019-01-15,Role Clarity,TRUE,Support,01--Support (S1-3),S,2,FALSE,5.924085576,05--4+ years,Male,02--Minority
e001102,2018-06-12,2020-02-24,Administrative,Female,Black,IC5,TRUE,Company Inc.,Finance,Investor Relations,2020-02-24,Performance,FALSE,Senior,03--Senior (IC4-5),IC,5,FALSE,4.806073154,05--4+ years,Female/Non-binary,02--Minority
e001103,2018-06-05,2018-09-25,Sales,Female,Asian,IC6,FALSE,Company Inc.,Sales Operations,Compensation and Incentives,2018-09-25,Inability to Work Remotely,TRUE,Staff,04--Staff (IC 6-7),IC,6,FALSE,6.23326432,05--4+ years,Female/Non-binary,01--Asian
e001104,2018-06-29,2020-07-15,Production,Non-binary,White,IC3,FALSE,Company Inc.,Quality Control,Process Control,2020-07-15,Position Elimination,FALSE,Associate,02--Associate (IC1-3),IC,3,FALSE,4.414078675,05--4+ years,Female/Non-binary,00--White
e001105,2018-06-05,2022-12-05,Sales,Female,Hispanic,IC6,TRUE,Company Inc.,Business,Account Management,2022-12-05,Gross Misconduct,FALSE,Staff,04--Staff (IC 6-7),IC,6,FALSE,2.004140787,03--2-3 years,Female/Non-binary,02--Minority
e001106,2018-06-28,2019-04-18,Administrative,Female,Asian,IC1,FALSE,Company Inc.,Legal,Corporate,2019-04-18,Work/Life Balance,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,5.667356798,05--4+ years,Female/Non-binary,01--Asian
e001107,2018-06-22,2019-08-15,Production,Male,White,IC1,FALSE,Company Inc.,Quality Control,Production Audits,2019-08-15,Role Mismatch,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,5.338854382,05--4+ years,Male,00--White
e001108,2018-06-05,2023-12-08,Administrative,Female,Black,M6,TRUE,Company Inc.,IT Services,Information Security,2023-12-08,Performance,FALSE,Manager,06--Manager (M4-6),M,6,TRUE,0.9882677709,01--0.5-1 years,Female/Non-binary,02--Minority
e001109,2018-06-01,2021-01-29,Production,Female,Asian,IC2,FALSE,Company Inc.,Service Delivery,Product Maintenance,2021-01-29,Work Environment,TRUE,Associate,02--Associate (IC1-3),IC,2,FALSE,3.867494824,04--3-4 years,Female/Non-binary,01--Asian
e001110,2018-06-01,2019-04-11,Sales,Female,Hispanic,IC1,TRUE,Company Inc.,Retail,Merchandising,2019-04-11,Company Culture,TRUE,Associate,02--Associate (IC1-3),IC,1,FALSE,5.686680469,05--4+ years,Female/Non-binary,02--Minority
e001111,2018-06-08,2018-12-28,Administrative,Male,Asian,IC6,FALSE,Company Inc.,Risk Management,Strategic Risk,2018-12-28,Performance,FALSE,Staff,04--Staff (IC 6-7),IC,6,FALSE,5.973775017,05--4+ years,Male,01--Asian
e001112,2018-06-27,2018-07-10,Sales,Female,Black,IC1,TRUE,Company Inc.,Business,Business Development,2018-07-10,Position Elimination,FALSE,Associate,02--Associate (IC1-3),IC,1,FALSE,6.445824707,05--4+ years,Female/Non-binary,02--Minority
e001113,2018-06-13,2020-06-22,Sales,Female,Asian,IC4,FALSE,Company Inc.,Consumer,Customer Relations,2020-06-22,Company Culture,TRUE,Senior,03--Senior (IC4-5),IC,4,FALSE,4.477570738,05--4+ years,Female/Non-binary,01--Asian
e001114,2018-06-18,2019-08-28,Production,Female,Black,IC2,TRUE,Company Inc.,Service Delivery,Installation and Deployment,2019-08-28,Performance,FALSE,Associate,02--Associate (IC1-3),IC,2,FALSE,5.302967564,05--4+ years,Female/Non-binary,02--Minority
e001115,2018-06-22,2018-07-16,Administrative,Female,Black,IC7,TRUE,Company Inc.,Risk Management,Enterprise Risk Management,2018-07-16,Career Progression,TRUE,Staff,04--Staff (IC 6-7),IC,7,FALSE,6.42926156,05--4+ years,Female/Non-binary,02--Minority
e001116,2018-06-25,2019-09-18,Production,Female,Hispanic,S3,TRUE,Company Inc.,Quality Control,Process Control,2019-09-18,Change in Industry,TRUE,Support,01--Support (S1-3),S,3,FALSE,5.244996549,05--4+ years,Female/Non-binary,02--Minority
e001117,2018-06-18,2018-12-31,Production,Male,Asian,IC8,FALSE,Company Inc.,Service Delivery,Installation and Deployment,2018-12-31,Leadership,TRUE,Principal,05--Principal (IC 8-10),IC,8,FALSE,5.965493444,05--4+ years,Male,01--Asian
e001118,2018-06-21,2024-06-04,Production,Female,Asian,IC3,FALSE,Company Inc.,Service Delivery,Installation and Deployment,2024-06-04,Failure to Return from Leave,TRUE,Associate,02--Associate (IC1-3),IC,3,FALSE,0.4941338854,00--0-0.5 years,Female/Non-binary,01--Asian
