employee_id,hire_date,termination_date,org_l01,gender,ethnicity,job_level,ethnicity_is_underrepresented_minority
e000786,2017-09-07,2024-03-27,Sales,Female,Hispanic,IC7,True
e000787,2017-10-26,2021-03-29,Administrative,Male,Black,IC4,True
e000788,2017-10-24,2017-11-22,Administrative,Non-binary,Asian,M5,False
e000789,2017-10-31,2020-08-05,Sales,Female,Black,S3,True
e000790,2017-10-26,2018-04-16,Production,Female,Asian,IC7,False
e000791,2017-10-26,,Production,Female,White,M4,False
e000792,2017-10-30,2022-04-21,Administrative,Female,Black,IC7,True
e000793,2017-10-25,2017-11-08,Production,Female,Asian,S2,False
e000794,2017-10-20,2019-09-18,Production,Female,Black,IC5,True
e000795,2017-10-09,2022-11-02,Administrative,Non-binary,Black,IC2,True
e000796,2017-10-30,2023-03-16,Administrative,Female,Asian,S3,False
e000797,2017-10-12,2022-10-04,Sales,Female,Asian,IC3,False
e000798,2017-10-06,2020-07-13,Administrative,Male,Asian,S2,False
e000799,2017-10-06,2020-06-17,Administrative,Female,Asian,S3,False
e000800,2017-10-30,2018-04-27,Production,Female,White,IC3,False
e000801,2017-10-26,2023-04-24,Sales,Non-binary,Asian,IC2,False
e000802,2017-10-24,2020-07-21,Administrative,Male,Asian,M7,False
e000803,2017-10-18,2020-01-16,Production,Female,Black,IC2,True
e000804,2017-10-26,2022-02-23,Administrative,Male,Hispanic,S1,True
e000805,2017-10-04,2018-07-05,Administrative,Female,Asian,IC6,False
e000806,2017-10-11,2024-10-03,Production,Non-binary,Asian,IC7,False
e000807,2017-10-10,2018-01-03,Sales,Male,Asian,IC6,False
e000808,2017-10-02,2020-01-09,Production,Female,White,S3,False
e000809,2017-10-25,2019-09-04,Production,Female,Black,IC6,True
e000810,2017-10-09,2020-06-16,Production,Female,Black,IC3,True
e000811,2017-10-12,2019-06-10,Administrative,Male,Asian,S1,False
e000812,2017-10-10,2018-04-19,Sales,Male,Black,IC2,True
e000813,2017-10-04,2018-07-24,Production,Non-binary,Hispanic,M5,True
e000814,2017-10-04,2020-06-25,Sales,Male,Asian,IC3,False
e000815,2017-10-25,2018-09-05,Sales,Female,Hispanic,IC6,True
e000816,2017-10-18,2021-03-25,Production,Female,White,S1,False
e000817,2017-10-12,2023-06-30,Production,Female,White,S3,False
e000818,2017-10-16,2022-04-15,Sales,Female,Black,M5,True
e000819,2017-10-25,2017-12-27,Production,Female,Black,M5,True
e000820,2017-10-26,2020-01-29,Production,Female,Asian,M5,False
e000821,2017-10-18,2017-11-24,Production,Female,Hispanic,IC1,True
e000822,2017-10-26,2019-04-10,Administrative,Female,Black,S2,True
e000823,2017-10-27,2022-02-16,Administrative,Female,White,IC9,False
e000824,2017-10-23,2019-09-19,Sales,Male,Hispanic,M4,True
e000825,2017-10-03,2017-11-06,Production,Male,White,IC5,False
e000826,2017-10-03,2019-06-26,Administrative,Female,Black,IC4,True
e000827,2017-10-18,2022-12-30,Administrative,Female,Asian,IC6,False
e000828,2017-10-06,2021-01-20,Administrative,Female,Asian,IC4,False
e000829,2017-10-18,2024-04-18,Production,Male,Asian,IC5,False
e000830,2017-10-13,2020-08-06,Sales,Male,Hispanic,S3,True
e000831,2017-11-14,2022-05-20,Sales,Male,Hispanic,M5,True
e000832,2017-11-15,2020-06-30,Sales,Female,Asian,M7,False
e000833,2017-11-21,2018-04-03,Production,Female,White,S2,False
e000834,2017-11-27,2019-09-02,Sales,Male,Asian,S3,False
e000835,2017-11-10,2023-01-31,Production,Female,White,S1,False
e000836,2017-11-07,2024-01-26,Production,Male,White,S3,False
e000837,2017-11-21,2022-06-08,Sales,Female,White,M5,False
e000838,2017-11-06,2018-05-15,Administrative,Male,White,IC6,False
e000839,2017-12-01,2018-09-26,Administrative,Male,Asian,IC1,False
e000840,2017-12-05,2019-02-01,Administrative,Female,Asian,IC8,False
e000841,2017-12-07,2019-12-31,Sales,Female,White,IC7,False
e000842,2017-12-11,2018-12-07,Sales,Female,Hispanic,M4,True
e000843,2017-12-25,2022-01-24,Sales,Male,Asian,IC1,False
e000844,2017-12-22,2018-07-17,Sales,Female,Asian,IC7,False
e000845,2018-01-31,2020-06-19,Sales,Male,White,IC3,False
e000846,2018-01-22,2019-03-11,Production,Male,White,IC1,False
e000847,2018-01-02,2024-04-16,Production,Female,Asian,IC4,False
e000848,2018-01-11,2020-02-03,Production,Male,Asian,IC6,False
e000849,2018-01-29,2019-02-15,Administrative,Female,Asian,M4,False
e000850,2018-01-12,2021-01-26,Administrative,Female,Asian,IC1,False
e000851,2018-01-12,2019-02-13,Sales,Female,Asian,S3,False
e000852,2018-01-26,2018-08-08,Administrative,Male,Asian,IC3,False
e000853,2018-01-10,2018-04-10,Administrative,Female,Asian,M4,False
e000854,2018-01-03,2021-12-17,Sales,Male,Black,M5,True
e000855,2018-01-08,2024-05-09,Production,Male,Asian,IC3,False
e000856,2018-01-08,2021-10-25,Sales,Female,Asian,S2,False
e000857,2018-01-24,2021-10-01,Production,Male,Hispanic,IC2,True
e000858,2018-01-15,2018-08-10,Sales,Male,White,IC5,False
e000859,2018-01-18,2018-12-24,Production,Female,Hispanic,IC6,True
e000860,2018-01-22,2018-05-03,Sales,Female,White,IC3,False
e000861,2018-01-04,2020-01-07,Production,Female,White,IC1,False
e000862,2018-01-17,2018-04-04,Production,Female,Asian,IC2,False
e000863,2018-01-08,2020-10-27,Production,Male,Hispanic,M7,True
e000864,2018-01-10,2020-05-12,Administrative,Male,Asian,IC4,False
e000865,2018-01-17,2022-08-08,Sales,Female,Hispanic,IC1,True
e000866,2018-01-26,2018-04-27,Production,Non-binary,White,S1,False
e000867,2018-01-02,2020-02-24,Production,Female,Asian,IC4,False
e000868,2018-01-24,2023-06-06,Sales,Female,Black,IC1,True
e000869,2018-01-04,2019-03-28,Sales,Female,Asian,IC3,False
e000870,2018-01-12,2020-01-13,Administrative,Male,Asian,M5,False
e000871,2018-01-23,2020-01-27,Administrative,Female,Hispanic,IC5,True
e000872,2018-01-19,2019-09-20,Production,Female,Asian,M4,False
e000873,2018-01-22,2018-04-16,Production,Female,Asian,IC3,False
e000874,2018-01-23,2023-09-19,Sales,Female,White,S2,False
e000875,2018-01-19,2024-06-21,Sales,Female,Asian,IC5,False
e000876,2018-01-30,,Sales,Female,Hispanic,IC1,True
e000877,2018-01-24,2022-04-01,Administrative,Female,Hispanic,M4,True
e000878,2018-01-19,,Administrative,Non-binary,Asian,IC1,False
e000879,2018-01-11,2020-03-30,Sales,Female,Black,IC7,True
e000880,2018-01-09,2019-03-14,Production,Female,White,M8,False
e000881,2018-01-23,2020-11-02,Administrative,Male,Asian,S1,False
e000882,2018-01-23,2019-02-22,Production,Non-binary,Hispanic,S2,True
e000883,2018-01-03,2020-08-03,Production,Female,Hispanic,IC8,True
e000884,2018-02-28,2018-09-11,Sales,Female,White,M5,False
e000885,2018-02-22,2022-02-17,Administrative,Female,Black,IC3,True
e000886,2018-02-02,2022-12-15,Sales,Male,White,IC6,False
e000887,2018-02-06,2018-07-18,Production,Female,Asian,IC4,False
e000888,2018-02-02,2019-08-07,Administrative,Female,White,S1,False
e000889,2018-02-14,2019-08-15,Sales,Female,White,S2,False
e000890,2018-02-22,2020-08-28,Sales,Non-binary,Asian,IC5,False
e000891,2018-02-20,2021-06-21,Administrative,Female,Hispanic,IC6,True
e000892,2018-02-07,,Sales,Female,Black,IC4,True
e000893,2018-02-02,2018-07-17,Sales,Male,Asian,IC1,False
e000894,2018-02-21,2019-02-26,Sales,Male,Asian,S1,False
e000895,2018-02-06,2024-03-25,Administrative,Female,Asian,IC1,False
e000896,2018-02-08,2021-01-28,Sales,Male,Hispanic,IC4,True
e000897,2018-02-21,2019-06-28,Production,Non-binary,White,IC3,False
e000898,2018-02-02,2022-01-18,Sales,Female,Hispanic,S2,True
e000899,2018-02-01,2020-02-17,Production,Female,Black,IC3,True
e000900,2018-02-07,2020-06-09,Administrative,Male,Asian,IC6,False
e000901,2018-02-19,2019-09-11,Administrative,Female,White,S3,False
e000902,2018-02-15,2020-08-27,Sales,Male,Hispanic,IC4,True
e000903,2018-02-06,2021-12-02,Sales,Male,Black,IC4,True
e000904,2018-02-26,2022-06-21,Production,Non-binary,Hispanic,IC3,True
e000905,2018-02-01,2021-03-23,Administrative,Male,Hispanic,S3,True
e000906,2018-02-07,2023-05-16,Administrative,Male,White,M6,False
e000907,2018-02-06,2022-08-25,Production,Male,Hispanic,IC4,True
e000908,2018-02-19,2020-02-04,Production,Non-binary,Asian,IC5,False
e000909,2018-02-01,2020-02-18,Production,Female,Black,S1,True
e000910,2018-02-28,2018-04-16,Sales,Male,Hispanic,M5,True
e000911,2018-02-16,,Sales,Female,Hispanic,S1,True
e000912,2018-02-02,2023-02-01,Sales,Female,Hispanic,IC8,True
e000913,2018-03-20,2021-01-28,Administrative,Female,White,IC3,False
e000914,2018-03-28,2020-06-15,Sales,Female,Asian,IC2,False
e000915,2018-03-15,2018-04-16,Sales,Female,Hispanic,IC9,True
e000916,2018-03-29,,Production,Non-binary,Hispanic,IC5,True
e000917,2018-03-02,2019-06-19,Administrative,Female,Asian,IC6,False
e000918,2018-03-05,2018-12-18,Production,Female,Black,S1,True
e000919,2018-03-19,2023-12-14,Administrative,Female,Black,IC2,True
e000920,2018-03-08,2019-10-22,Production,Female,Hispanic,S1,True
e000921,2018-03-09,2018-04-27,Sales,Female,White,IC8,False
e000922,2018-03-28,2019-03-29,Administrative,Female,Hispanic,M5,True
e000923,2018-03-22,2020-10-22,Administrative,Male,Black,M6,True
e000924,2018-03-09,2019-09-18,Sales,Male,White,IC6,False
e000925,2018-03-01,2018-05-11,Production,Female,Asian,S3,False
e000926,2018-03-19,2020-10-12,Production,Male,Asian,IC5,False
e000927,2018-03-26,,Sales,Non-binary,Hispanic,S1,True
e000928,2018-03-12,2020-01-14,Sales,Male,Hispanic,IC4,True
e000929,2018-03-01,2019-08-05,Administrative,Male,Asian,M6,False
e000930,2018-03-21,2019-09-16,Administrative,Male,White,IC4,False
e000931,2018-03-26,2019-06-03,Production,Male,Asian,IC4,False
e000932,2018-03-08,2023-10-11,Sales,Male,Asian,IC3,False
e000933,2018-03-13,2020-01-03,Sales,Non-binary,White,S2,False
e000934,2018-03-30,2019-09-03,Sales,Male,Black,S2,True
e000935,2018-03-22,2021-01-22,Production,Female,Asian,IC2,False
e000936,2018-03-29,2018-08-22,Administrative,Male,White,M4,False
e000937,2018-03-23,2020-06-15,Production,Female,Hispanic,S1,True
e000938,2018-03-19,2021-09-22,Sales,Male,Black,M5,True
e000939,2018-03-30,2024-02-19,Administrative,Female,Asian,IC1,False
e000940,2018-03-09,2021-10-22,Sales,Female,White,S1,False
e000941,2018-03-28,,Sales,Female,Asian,IC2,False
e000942,2018-03-02,2019-02-14,Administrative,Female,Asian,IC3,False
e000943,2018-03-05,2021-01-28,Production,Female,Asian,IC4,False
e000944,2018-03-20,2018-07-12,Production,Female,Black,IC8,True
e000945,2018-03-23,2020-10-28,Production,Female,Black,S1,True
e000946,2018-03-07,2020-10-19,Production,Female,Hispanic,M5,True
e000947,2018-03-08,2018-12-18,Sales,Female,Asian,S1,False
e000948,2018-03-26,2020-09-28,Administrative,Female,Black,IC6,True
e000949,2018-03-19,2020-07-03,Sales,Male,Asian,IC2,False
e000950,2018-03-01,2019-09-17,Production,Female,Hispanic,S3,True
e000951,2018-03-06,2022-07-06,Production,Female,Hispanic,M8,True
e000952,2018-03-20,2020-06-24,Administrative,Female,Asian,S3,False
e000953,2018-03-15,2018-07-16,Sales,Non-binary,Black,IC5,True
e000954,2018-03-15,2020-10-15,Sales,Female,Hispanic,M4,True
e000955,2018-03-05,2024-10-18,Administrative,Female,Asian,IC5,False
e000956,2018-03-30,2020-02-03,Administrative,Male,Hispanic,S3,True
e000957,2018-03-28,2019-12-09,Administrative,Male,Hispanic,M6,True
e000958,2018-03-21,,Production,Male,Asian,S3,False
e000959,2018-03-21,2019-05-20,Production,Female,Black,S3,True
e000960,2018-03-19,2022-11-02,Sales,Female,White,IC6,False
e000961,2018-03-12,2018-09-25,Production,Male,Black,IC5,True
e000962,2018-03-02,2018-09-26,Production,Male,Black,S3,True
e000963,2018-03-05,2021-03-16,Sales,Female,Black,IC7,True
e000964,2018-03-13,2019-03-06,Sales,Female,Hispanic,IC8,True
e000965,2018-03-13,2022-02-08,Sales,Non-binary,Asian,S2,False
e000966,2018-03-27,2019-08-12,Production,Female,Asian,IC1,False
e000967,2018-03-19,2019-06-24,Production,Female,Hispanic,S3,True
e000968,2018-03-02,2018-05-10,Production,Female,Black,IC4,True
e000969,2018-03-23,2019-09-02,Production,Female,White,IC4,False
e000970,2018-03-27,2018-04-30,Sales,Female,Hispanic,IC5,True
e000971,2018-03-08,2019-01-21,Administrative,Male,Asian,IC4,False
e000972,2018-03-19,2019-02-22,Administrative,Female,Asian,S2,False
e000973,2018-03-19,2020-05-13,Production,Male,Asian,M5,False
e000974,2018-03-27,2019-05-13,Production,Male,Asian,IC4,False
e000975,2018-03-27,2019-05-06,Sales,Female,Black,S2,True
e000976,2018-03-28,2018-12-04,Sales,Female,Asian,IC1,False
e000977,2018-03-26,2022-11-25,Sales,Female,Asian,IC3,False
e000978,2018-03-22,,Production,Non-binary,Hispanic,IC2,True
e000979,2018-03-14,2019-08-01,Administrative,Male,White,IC3,False
e000980,2018-03-13,,Sales,Female,White,S3,False
e000981,2018-04-20,2021-12-16,Administrative,Male,Asian,IC9,False
e000982,2018-04-10,2021-10-22,Sales,Female,Black,IC2,True
e000983,2018-04-24,2019-12-20,Sales,Female,White,IC3,False
e000984,2018-04-06,2023-11-30,Administrative,Male,Asian,IC1,False
e000985,2018-04-16,,Production,Female,Asian,IC8,False
e000986,2018-04-19,2019-10-14,Sales,Male,Asian,S2,False
e000987,2018-04-30,2018-07-25,Production,Female,Asian,IC4,False
e000988,2018-04-06,2020-01-22,Sales,Male,Black,IC4,True
e000989,2018-04-03,2020-01-01,Sales,Female,Hispanic,IC1,True
e000990,2018-04-12,2020-08-11,Sales,Female,Black,IC2,True
e000991,2018-04-25,2024-02-14,Administrative,Female,Asian,IC1,False
e000992,2018-04-12,2020-06-10,Administrative,Female,Asian,IC1,False
e000993,2018-04-10,2018-09-07,Production,Male,Hispanic,M4,True
e000994,2018-04-25,2020-01-20,Sales,Male,Asian,S3,False
e000995,2018-04-24,2018-08-16,Administrative,Non-binary,Asian,IC4,False
e000996,2018-04-25,2018-12-24,Production,Male,Hispanic,IC6,True
e000997,2018-04-30,2019-09-06,Production,Female,Asian,IC3,False
e000998,2018-04-25,2022-05-31,Production,Female,Asian,M4,False
e000999,2018-04-02,,Sales,Male,White,IC4,False
e001000,2018-04-05,2019-06-14,Administrative,Female,Black,IC4,True
e001001,2018-04-30,2019-04-24,Sales,Female,Asian,IC7,False
e001002,2018-04-05,2018-12-26,Administrative,Female,Black,IC3,True
e001003,2018-04-18,2019-03-25,Sales,Female,White,IC7,False
e001004,2018-04-02,2019-08-19,Sales,Female,Hispanic,IC2,True
e001005,2018-04-27,2019-08-14,Administrative,Male,Asian,S2,False
e001006,2018-04-23,2020-03-27,Sales,Female,White,IC4,False
e001007,2018-04-11,2020-02-11,Administrative,Female,Asian,M5,False
e001008,2018-04-19,2018-05-21,Sales,Female,Asian,S1,False
e001009,2018-04-16,2023-10-11,Administrative,Female,Asian,IC4,False
e001010,2018-04-24,2019-03-21,Sales,Female,Hispanic,S3,True
e001011,2018-04-17,2021-03-12,Sales,Male,Asian,S3,False
e001012,2018-04-05,2022-04-08,Sales,Female,Black,M4,True
e001013,2018-04-05,2018-12-13,Production,Male,White,IC9,False
e001014,2018-04-16,2019-12-12,Production,Female,Asian,IC5,False
e001015,2018-04-24,2021-07-23,Production,Female,Hispanic,S3,True
e001016,2018-04-12,2018-08-13,Sales,Male,White,IC2,False
e001017,2018-04-24,2019-06-07,Production,Male,White,S1,False
e001018,2018-04-23,2020-09-25,Sales,Female,Black,IC6,True
e001019,2018-04-11,2020-05-21,Sales,Female,Hispanic,S3,True
e001020,2018-04-25,,Sales,Male,Black,IC2,True
e001021,2018-04-25,2022-01-26,Sales,Non-binary,Asian,IC2,False
e001022,2018-04-20,2019-08-02,Sales,Female,Hispanic,S2,True
e001023,2018-04-30,2024-06-19,Sales,Female,Black,IC1,True
e001024,2018-04-24,2019-07-24,Administrative,Female,Asian,IC7,False
e001025,2018-04-02,2019-02-13,Sales,Female,Hispanic,IC2,True
e001026,2018-04-19,,Sales,Non-binary,White,S3,False
e001027,2018-04-06,2018-09-25,Sales,Female,Black,IC3,True
e001028,2018-04-10,2023-10-13,Sales,Male,Hispanic,IC2,True
e001029,2018-04-09,2022-01-12,Sales,Female,White,IC2,False
e001030,2018-04-05,2023-04-11,Production,Female,Black,S3,True
e001031,2018-04-03,2022-10-13,Administrative,Female,Asian,IC2,False
e001032,2018-04-13,2023-04-03,Sales,Female,Asian,S2,False
e001033,2018-04-04,2019-10-16,Production,Female,Asian,IC4,False
e001034,2018-04-30,2019-04-11,Sales,Female,Asian,IC7,False
e001035,2018-04-02,2019-01-02,Sales,Female,Asian,IC7,False
e001036,2018-04-23,2019-07-04,Sales,Male,Black,IC1,True
e001037,2018-04-30,2023-07-31,Production,Female,Black,M5,True
e001038,2018-04-23,2023-02-01,Administrative,Female,Hispanic,S2,True
e001039,2018-04-04,2018-09-03,Production,Male,Hispanic,M4,True
e001040,2018-04-04,2023-09-13,Production,Non-binary,Asian,S1,False
e001041,2018-04-13,2022-02-18,Sales,Male,Black,IC1,True
e001042,2018-04-12,2020-03-31,Sales,Male,Hispanic,IC6,True
e001043,2018-04-12,2018-09-25,Sales,Male,Asian,IC2,False
e001044,2018-04-02,2020-10-19,Sales,Male,Hispanic,M4,True
e001045,2018-04-25,2020-02-04,Production,Female,Hispanic,M6,True
e001046,2018-04-02,2019-06-05,Sales,Female,Hispanic,IC1,True
e001047,2018-04-02,2020-10-20,Production,Non-binary,Asian,IC8,False
e001048,2018-04-05,2020-01-06,Production,Non-binary,Asian,IC3,False
e001049,2018-04-27,2019-06-03,Sales,Female,Asian,M6,False
e001050,2018-04-02,,Administrative,Male,Asian,S3,False
e001051,2018-04-09,2020-02-14,Sales,Female,White,M4,False
e001052,2018-04-06,2020-01-09,Administrative,Female,Asian,IC4,False
e001053,2018-04-25,2020-10-29,Administrative,Female,Asian,IC2,False
e001054,2018-04-19,2021-03-19,Production,Female,Asian,IC4,False
e001055,2018-04-02,2020-08-18,Administrative,Female,Black,IC1,True
e001056,2018-05-03,2021-10-25,Sales,Female,White,S3,False
e001057,2018-05-30,2022-02-17,Administrative,Female,Asian,M5,False
e001058,2018-05-01,2020-07-27,Production,Non-binary,Black,S3,True
e001059,2018-05-10,2020-02-07,Administrative,Male,Asian,IC3,False
e001060,2018-05-25,2018-06-07,Administrative,Female,Asian,IC5,False
e001061,2018-05-14,2023-11-09,Sales,Male,Asian,IC3,False
e001062,2018-05-03,2020-08-07,Administrative,Male,Asian,S1,False
e001063,2018-05-01,2019-02-19,Sales,Male,Hispanic,IC7,True
e001064,2018-05-10,2021-06-14,Production,Female,Hispanic,S2,True
e001065,2018-05-10,2020-03-25,Sales,Male,White,IC2,False
e001066,2018-05-28,2023-07-03,Sales,Female,Asian,IC4,False
e001067,2018-05-07,2023-05-08,Sales,Female,Asian,S3,False
e001068,2018-05-22,,Sales,Male,Black,IC2,True
e001069,2018-05-25,2018-09-28,Administrative,Female,Hispanic,M5,True
e001070,2018-05-07,2021-10-28,Administrative,Male,Asian,M4,False
e001071,2018-05-17,2018-09-14,Sales,Male,Asian,IC1,False
e001072,2018-05-18,2022-07-07,Production,Female,Asian,M4,False
e001073,2018-05-03,2020-02-03,Sales,Female,Hispanic,IC1,True
e001074,2018-05-16,,Administrative,Female,Asian,M5,False
e001075,2018-05-16,2022-11-28,Sales,Male,Black,IC4,True
e001076,2018-05-18,2022-02-08,Administrative,Non-binary,Asian,IC2,False
e001077,2018-05-08,2019-09-02,Administrative,Female,Asian,IC2,False
e001078,2018-05-04,2020-10-30,Administrative,Female,White,S1,False
e001079,2018-05-18,2019-03-28,Production,Female,Asian,IC2,False
e001080,2018-05-15,2018-12-24,Sales,Male,Black,M4,True
e001081,2018-05-07,2020-09-28,Sales,Female,Black,S2,True
e001082,2018-05-10,2021-09-17,Sales,Female,Black,IC4,True
e001083,2018-05-09,2019-12-09,Administrative,Female,Hispanic,S1,True
e001084,2018-05-25,2018-12-13,Administrative,Female,Black,IC2,True
e001085,2018-05-01,2023-07-06,Administrative,Female,Asian,IC3,False
e001086,2018-05-24,2020-05-28,Sales,Female,Hispanic,IC5,True
e001087,2018-05-31,,Administrative,Female,Hispanic,IC6,True
e001088,2018-06-22,2018-09-18,Administrative,Male,White,IC3,False
e001089,2018-06-21,2021-07-30,Production,Female,Asian,M4,False
e001090,2018-06-28,2018-09-06,Sales,Male,Hispanic,S1,True
e001091,2018-06-13,2020-01-09,Production,Non-binary,Hispanic,S1,True
e001092,2018-06-29,2021-07-22,Production,Female,Asian,IC3,False
e001093,2018-06-28,2024-04-25,Administrative,Male,Hispanic,IC5,True
e001094,2018-06-04,2020-03-19,Administrative,Male,Asian,IC6,False
e001095,2018-06-04,2019-09-27,Administrative,Female,Asian,IC4,False
e001096,2018-06-11,2019-09-20,Administrative,Non-binary,Asian,IC1,False
e001097,2018-06-29,2019-04-22,Administrative,Female,White,IC7,False
e001098,2018-06-26,2018-09-11,Production,Male,Hispanic,IC8,True
e001099,2018-06-07,2018-12-07,Production,Male,Hispanic,IC1,True
e001100,2018-06-12,2023-04-14,Administrative,Male,White,IC1,False
e001101,2018-06-07,2019-01-15,Administrative,Male,Black,S2,True
e001102,2018-06-12,2020-02-24,Administrative,Female,Black,IC5,True
e001103,2018-06-05,2018-09-25,Sales,Female,Asian,IC6,False
e001104,2018-06-29,2020-07-15,Production,Non-binary,White,IC3,False
e001105,2018-06-05,2022-12-05,Sales,Female,Hispanic,IC6,True
e001106,2018-06-28,2019-04-18,Administrative,Female,Asian,IC1,False
e001107,2018-06-22,2019-08-15,Production,Male,White,IC1,False
e001108,2018-06-05,2023-12-08,Administrative,Female,Black,M6,True
e001109,2018-06-01,2021-01-29,Production,Female,Asian,IC2,False
e001110,2018-06-01,2019-04-11,Sales,Female,Hispanic,IC1,True
e001111,2018-06-08,2018-12-28,Administrative,Male,Asian,IC6,False
e001112,2018-06-27,2018-07-10,Sales,Female,Black,IC1,True
e001113,2018-06-13,2020-06-22,Sales,Female,Asian,IC4,False
e001114,2018-06-18,2019-08-28,Production,Female,Black,IC2,True
e001115,2018-06-22,2018-07-16,Administrative,Female,Black,IC7,True
e001116,2018-06-25,2019-09-18,Production,Female,Hispanic,S3,True
e001117,2018-06-18,2018-12-31,Production,Male,Asian,IC8,False
e001118,2018-06-21,2024-06-04,Production,Female,Asian,IC3,False
e001119,2018-06-21,2022-02-28,Administrative,Female,Hispanic,IC3,True
e001120,2018-06-14,2020-08-27,Sales,Male,Black,S3,True
e001121,2018-06-29,2019-08-07,Sales,Female,Asian,IC2,False
e001122,2018-06-05,2020-07-27,Production,Non-binary,Hispanic,S2,True
e001123,2018-06-20,,Administrative,Male,Asian,IC5,False
e001124,2018-06-05,,Sales,Female,White,IC1,False
e001125,2018-06-29,2022-04-18,Sales,Male,Asian,S3,False
e001126,2018-06-28,2022-04-29,Production,Female,Asian,M4,False
e001127,2018-06-20,2018-07-11,Administrative,Male,Asian,IC1,False
e001128,2018-06-26,2023-04-24,Sales,Male,Asian,IC3,False
e001129,2018-06-01,2019-03-29,Administrative,Non-binary,Black,S3,True
e001130,2018-06-01,2021-10-07,Administrative,Non-binary,Black,M5,True
e001131,2018-06-12,2024-03-29,Production,Male,Hispanic,IC6,True
e001132,2018-06-27,2022-04-20,Sales,Female,White,M6,False
e001133,2018-06-28,2018-09-11,Administrative,Female,Asian,S1,False
e001134,2018-06-15,,Production,Male,White,S3,False
e001135,2018-06-19,2019-06-26,Sales,Female,Asian,S1,False
e001136,2018-06-21,2020-07-31,Administrative,Female,Asian,S2,False
e001137,2018-06-11,2020-10-22,Administrative,Female,Asian,IC4,False
e001138,2018-06-19,2022-04-27,Sales,Female,Asian,IC5,False
e001139,2018-06-25,2021-03-01,Sales,Female,Black,IC5,True
e001140,2018-06-27,2019-12-05,Production,Male,Black,IC4,True
e001141,2018-06-04,2022-04-08,Production,Female,White,IC3,False
e001142,2018-06-06,2020-03-24,Administrative,Female,Black,M7,True
e001143,2018-06-18,2018-09-26,Production,Male,Black,IC5,True
e001144,2018-06-01,2020-06-08,Production,Female,Black,IC5,True
e001145,2018-06-15,2023-01-05,Production,Male,Hispanic,S3,True
e001146,2018-06-06,2022-04-26,Administrative,Female,Hispanic,IC8,True
e001147,2018-06-21,2018-09-17,Sales,Female,Black,S2,True
e001148,2018-06-28,2022-01-28,Production,Female,Asian,IC4,False
e001149,2018-06-05,2022-11-23,Administrative,Female,Asian,M4,False
e001150,2018-06-27,2020-07-09,Sales,Female,White,IC3,False
e001151,2018-06-08,2021-03-29,Sales,Male,Asian,IC8,False
e001152,2018-06-22,2019-12-23,Administrative,Female,Asian,IC7,False
e001153,2018-06-08,2020-05-21,Administrative,Male,Hispanic,S3,True
e001154,2018-06-06,2022-05-02,Sales,Male,Asian,M4,False
e001155,2018-06-15,2018-09-07,Administrative,Male,Hispanic,IC1,True
e001156,2018-06-28,2018-12-24,Sales,Male,Black,IC4,True
e001157,2018-06-14,2020-05-01,Production,Female,Asian,IC1,False
e001158,2018-06-20,2018-09-03,Sales,Female,Asian,IC4,False
e001159,2018-06-27,2019-03-26,Production,Female,White,M4,False
e001160,2018-06-11,,Sales,Male,Hispanic,IC7,True
e001161,2018-06-15,2021-07-12,Administrative,Female,White,IC4,False
e001162,2018-06-08,2021-01-05,Production,Female,White,IC6,False
e001163,2018-06-13,2024-01-22,Sales,Female,Hispanic,M4,True
e001164,2018-06-06,2024-05-02,Sales,Female,Black,IC2,True
e001165,2018-06-04,,Administrative,Female,Asian,IC4,False
e001166,2018-06-18,2018-07-23,Administrative,Female,Black,IC4,True
e001167,2018-06-15,2020-01-20,Administrative,Male,Asian,S1,False
e001168,2018-06-12,2019-06-07,Administrative,Female,Asian,IC2,False
e001169,2018-06-15,2021-03-19,Sales,Non-binary,Black,IC2,True
e001170,2018-06-14,2023-01-02,Production,Female,Asian,S2,False
e001171,2018-06-13,2021-03-12,Sales,Male,Hispanic,IC4,True
e001172,2018-06-08,2021-07-28,Sales,Female,Black,M4,True
e001173,2018-07-12,2019-06-03,Administrative,Non-binary,Asian,IC5,False
e001174,2018-07-12,2019-06-14,Administrative,Male,Asian,IC4,False
e001175,2018-08-10,2019-05-27,Production,Male,Black,S2,True
e001176,2018-08-27,2024-04-05,Administrative,Non-binary,Hispanic,S1,True
e001177,2018-08-14,2021-03-05,Sales,Non-binary,Hispanic,IC5,True
e001178,2018-08-14,2022-04-26,Administrative,Female,Asian,IC6,False
e001179,2018-08-15,,Production,Female,White,M5,False
e001180,2018-08-08,2023-02-28,Sales,Male,Black,IC4,True
e001181,2018-08-31,2019-02-25,Sales,Female,Asian,IC1,False
e001182,2018-08-13,2019-08-14,Sales,Non-binary,White,M6,False
e001183,2018-08-30,2020-05-22,Production,Female,Asian,M4,False
e001184,2018-08-30,2020-08-20,Production,Non-binary,Hispanic,IC1,True
e001185,2018-08-23,,Production,Female,Asian,S3,False
e001186,2018-09-14,2023-10-20,Production,Female,Hispanic,IC6,True
e001187,2018-09-11,2020-02-25,Production,Male,White,S2,False
e001188,2018-09-17,2021-07-15,Sales,Female,Asian,IC5,False
e001189,2018-09-10,2024-10-28,Production,Female,Asian,S2,False
e001190,2018-09-04,2021-08-24,Administrative,Female,Asian,IC4,False
