employee_id,hire_date,termination_date,org_l01,gender,ethnicity,job_level
e001289,2018-09-04,2022-02-15,Sales,Male,Hispanic,S2
e001290,2018-09-19,2018-10-16,Sales,Female,Asian,IC5
e001291,2018-09-28,2019-03-19,Administrative,Female,Hispanic,S2
e001292,2018-09-04,2020-05-26,Production,Male,Hispanic,IC1
e001293,2018-09-13,2019-04-03,Sales,Male,White,S2
e001294,2018-09-25,2018-11-28,Production,Male,Black,M4
e001295,2018-09-07,2019-04-08,Administrative,Male,Black,S2
e001296,2018-09-25,2024-02-23,Production,Female,White,IC1
e001297,2018-09-18,2020-04-14,Sales,Male,Asian,M4
e001298,2018-09-17,2021-11-09,Administrative,Male,Asian,S3
e001299,2018-09-10,2023-08-01,Sales,Female,Asian,M5
e001300,2018-09-20,2020-08-04,Production,Female,White,IC3
e001301,2018-09-27,2020-02-28,Sales,Male,Asian,S3
e001302,2018-09-26,2019-07-11,Administrative,Female,Hispanic,IC6
e001303,2018-09-25,2019-11-18,Sales,Male,Hispanic,S1
e001304,2018-09-18,2018-10-25,Administrative,Female,Asian,IC1
e001305,2018-09-14,2022-10-17,Production,Female,Asian,IC4
e001306,2018-09-17,2019-01-28,Sales,Female,Black,IC1
e001307,2018-09-28,2023-03-09,Production,Female,Hispanic,S3
e001308,2018-09-25,2018-10-29,Sales,Male,Hispanic,S1
e001309,2018-09-24,2023-10-16,Production,Female,Black,S2
e001310,2018-09-04,2023-08-03,Production,Male,Black,M4
e001311,2018-10-22,2021-07-20,Sales,Female,Black,M5
e001312,2018-10-04,2018-11-22,Sales,Female,Asian,IC5
e001313,2018-10-05,2021-07-14,Administrative,Female,Hispanic,IC4
e001314,2018-10-10,2019-11-15,Production,Female,Black,IC1
e001315,2018-10-01,2020-01-16,Sales,Male,Asian,IC2
e001316,2018-10-19,2019-10-15,Administrative,Female,Black,M6
e001317,2018-10-03,2021-12-23,Sales,Male,Asian,IC1
e001318,2018-10-02,2020-12-23,Sales,Male,Black,IC1
e001319,2018-10-15,2022-09-06,Sales,Female,Asian,M5
e001320,2018-10-02,2019-04-05,Production,Female,Asian,IC4
e001321,2018-10-18,2019-01-10,Production,Female,Asian,IC3
e001322,2018-10-25,2021-07-05,Sales,Male,Black,IC6
e001323,2018-10-04,2022-12-06,Sales,Male,White,IC7
e001324,2018-10-30,2022-02-23,Sales,Female,White,IC6
e001325,2018-10-12,2019-05-21,Production,Female,Hispanic,IC7
e001326,2018-10-12,2021-04-09,Production,Female,Asian,IC3
e001327,2018-10-31,2020-11-30,Administrative,Female,White,M4
e001328,2018-10-31,2022-10-03,Sales,Female,Asian,S1
e001329,2018-10-18,2023-09-08,Administrative,Male,Hispanic,S2
e001330,2018-10-12,2023-08-29,Production,Female,Asian,IC5
e001331,2018-10-25,2020-03-17,Production,Female,White,S1
e001332,2018-10-04,2020-02-10,Production,Female,White,S3
e001333,2018-10-15,2020-04-21,Production,Male,Asian,IC1
e001334,2018-10-01,2021-10-28,Production,Male,Hispanic,IC5
e001335,2018-10-23,2019-05-29,Production,Female,Asian,M4
e001336,2018-10-26,2020-09-11,Sales,Female,Black,IC5
e001337,2018-11-20,2019-01-24,Production,Male,Black,IC4
e001338,2018-11-27,2022-03-29,Sales,Male,Asian,IC3
e001339,2018-11-02,2022-10-27,Sales,Female,Asian,M5
e001340,2018-11-06,2019-05-22,Administrative,Male,Hispanic,IC5
e001341,2018-11-27,2019-04-09,Administrative,Male,Black,IC6
e001342,2018-11-28,2023-03-24,Sales,Male,White,IC1
e001343,2018-11-21,2023-12-27,Production,Male,Hispanic,IC4
e001344,2018-11-07,2020-11-26,Sales,Female,White,IC2
e001345,2018-11-06,2023-03-22,Sales,Male,Hispanic,IC1
e001346,2018-11-12,2023-02-27,Production,Female,Asian,IC5
e001347,2018-11-05,2023-12-15,Sales,Female,White,IC6
e001348,2018-11-20,2020-05-21,Sales,Male,White,IC8
e001349,2018-11-19,2019-08-13,Sales,Female,Asian,S1
e001350,2018-11-01,2020-07-15,Sales,Female,White,S3
e001351,2018-11-09,2020-08-17,Production,Male,Asian,S2
e001352,2018-11-27,2019-03-08,Sales,Female,White,S2
e001353,2018-11-01,2021-02-04,Sales,Female,White,M5
e001354,2018-11-21,2020-04-07,Production,Female,Asian,IC3
e001355,2018-11-02,2022-10-10,Sales,Female,Hispanic,IC2
e001356,2018-11-26,2020-07-15,Production,Female,White,M5
e001357,2018-11-09,2019-01-16,Production,Male,White,S1
e001358,2018-11-02,2021-10-11,Sales,Female,Asian,M6
e001359,2018-11-15,2023-05-31,Production,Female,Black,IC3
e001360,2018-11-21,2019-01-08,Sales,Male,Asian,IC2
e001361,2018-11-22,2020-02-27,Administrative,Female,Hispanic,IC5
e001362,2018-11-12,2023-04-18,Administrative,Female,Black,S3
e001363,2018-11-14,2022-12-05,Sales,Male,Black,IC6
e001364,2018-11-20,2020-04-07,Sales,Female,Hispanic,IC7
e001365,2018-11-15,,Administrative,Female,Asian,S2
e001366,2018-11-15,2022-06-30,Production,Male,Hispanic,S1
e001367,2018-11-23,2019-11-26,Production,Female,Hispanic,IC3
e001368,2018-11-27,2020-12-30,Sales,Male,Hispanic,IC1
e001369,2018-11-27,2020-09-22,Production,Female,White,IC7
e001370,2018-11-29,2021-11-17,Sales,Female,Asian,S3
e001371,2018-11-15,2024-10-25,Administrative,Female,Asian,IC1
e001372,2018-11-13,2020-03-04,Sales,Male,Asian,S3
e001373,2018-11-07,2020-06-30,Production,Female,Asian,IC3
e001374,2018-11-27,2023-05-19,Sales,Female,White,IC5
e001375,2018-11-12,2020-05-06,Production,Female,Asian,IC1
e001376,2018-11-20,2021-04-23,Production,Male,Black,IC3
e001377,2018-11-26,2020-06-19,Administrative,Female,White,IC4
e001378,2018-11-07,2023-04-10,Administrative,Female,Asian,IC5
e001379,2018-11-07,2021-07-09,Production,Female,White,S2
e001380,2018-11-28,2020-02-18,Sales,Male,Black,IC5
e001381,2018-11-14,2022-02-25,Production,Female,Asian,S1
e001382,2018-11-20,2018-12-24,Sales,Female,Hispanic,S3
e001383,2018-11-02,2019-01-17,Sales,Female,Hispanic,IC5
e001384,2018-11-30,2020-02-07,Administrative,Female,Asian,IC4
e001385,2018-11-02,2023-10-12,Sales,Female,White,IC1
e001386,2018-11-20,2020-09-25,Sales,Male,Asian,IC4
e001387,2018-11-20,2023-03-23,Sales,Female,Black,IC4
e001388,2018-11-14,2020-02-03,Administrative,Female,White,IC5
e001389,2018-11-16,2019-05-13,Sales,Male,Asian,IC4
e001390,2018-11-15,2019-07-04,Sales,Female,Asian,IC7
e001391,2018-11-19,2019-12-30,Production,Female,White,IC7
e001392,2018-11-07,2020-06-17,Production,Female,White,S3
e001393,2018-11-14,2019-10-04,Sales,Female,Hispanic,IC8
e001394,2018-11-28,2021-07-09,Sales,Female,White,IC5
e001395,2018-11-21,2020-07-08,Administrative,Female,Black,S3
e001396,2018-11-13,2018-12-07,Sales,Female,Asian,S2
e001397,2018-11-16,2021-04-07,Administrative,Female,Asian,IC6
e001398,2018-11-05,2021-01-14,Production,Female,Hispanic,IC2
e001399,2018-11-23,2023-08-02,Sales,Male,Black,IC3
e001400,2018-11-23,2022-09-30,Sales,Female,Black,S2
e001401,2018-11-13,2019-02-22,Sales,Female,Hispanic,IC6
e001402,2018-11-30,2019-03-19,Sales,Female,Black,IC4
e001403,2018-11-05,2023-05-18,Production,Female,Black,IC2
e001404,2018-11-05,2019-10-21,Administrative,Male,White,IC4
e001405,2018-11-26,2023-06-21,Administrative,Female,Hispanic,IC3
e001406,2018-11-26,2020-06-26,Administrative,Male,Black,S3
e001407,2018-11-20,2020-05-29,Production,Female,Black,IC7
e001408,2018-11-09,2019-01-03,Production,Female,Hispanic,S3
e001409,2018-11-28,2022-02-21,Production,Male,Black,M4
e001410,2018-11-08,2018-12-14,Sales,Male,Asian,S2
e001411,2018-11-16,2023-03-16,Administrative,Male,White,IC4
e001412,2018-11-16,2020-11-24,Administrative,Male,White,IC7
e001413,2018-11-19,2020-05-12,Sales,Female,Black,IC1
e001414,2018-11-01,2023-02-28,Production,Male,White,S1
e001415,2018-11-12,2023-08-01,Administrative,Female,Asian,S3
e001416,2018-11-06,2020-03-19,Administrative,Male,White,M4
e001417,2018-11-12,2022-02-23,Administrative,Female,Asian,IC1
e001418,2018-11-27,2024-10-16,Sales,Male,Black,IC5
e001419,2018-11-29,2020-09-08,Production,Female,Black,M5
e001420,2018-11-19,,Sales,Female,Hispanic,IC8
e001421,2018-12-21,2019-04-02,Production,Female,Asian,IC6
e001422,2018-12-17,2019-03-06,Administrative,Female,Black,IC9
e001423,2018-12-05,2023-05-24,Administrative,Female,Black,S1
e001424,2018-12-12,2021-10-13,Sales,Female,Black,IC2
e001425,2018-12-27,2022-08-17,Production,Female,Asian,S2
e001426,2018-12-05,2022-08-15,Production,Male,Black,IC5
e001427,2018-12-05,2019-10-03,Sales,Male,Hispanic,IC3
e001428,2018-12-05,2019-02-18,Production,Female,White,M5
e001429,2018-12-31,2019-10-31,Production,Male,Asian,IC5
e001430,2018-12-28,2022-08-29,Production,Male,White,S3
e001431,2018-12-20,2023-03-21,Sales,Male,Asian,IC1
e001432,2018-12-11,2019-10-29,Administrative,Female,Black,IC6
e001433,2018-12-28,2023-12-14,Administrative,Female,Hispanic,IC3
e001434,2018-12-11,2019-07-19,Production,Female,Black,S2
e001435,2018-12-11,2019-02-19,Administrative,Male,Asian,IC9
e001436,2018-12-21,2023-09-06,Sales,Male,Asian,S2
e001437,2018-12-31,2020-05-15,Production,Female,Hispanic,IC6
e001438,2018-12-04,2022-02-08,Production,Female,Asian,IC2
e001439,2018-12-05,2020-01-13,Administrative,Female,Asian,S2
e001440,2018-12-28,2023-11-10,Administrative,Female,White,IC1
e001441,2018-12-28,2023-06-05,Sales,Male,Asian,S2
e001442,2018-12-03,2020-11-17,Sales,Male,White,IC4
e001443,2018-12-21,2023-12-21,Production,Male,White,IC2
e001444,2018-12-05,2020-05-25,Production,Male,Asian,IC1
e001445,2018-12-25,2021-11-02,Sales,Male,White,M5
e001446,2018-12-19,2020-08-28,Administrative,Female,Asian,S3
e001447,2018-12-27,2019-08-15,Sales,Male,Hispanic,S2
e001448,2018-12-14,2020-06-25,Production,Male,Black,S3
e001449,2018-12-13,2022-12-22,Sales,Male,Asian,IC7
e001450,2018-12-20,2021-10-13,Sales,Male,Hispanic,M5
e001451,2018-12-26,2023-11-09,Sales,Male,Asian,IC7
e001452,2018-12-04,2023-12-06,Sales,Female,White,IC2
e001453,2018-12-18,2023-10-09,Sales,Female,Asian,S2
e001454,2018-12-11,2020-12-21,Production,Female,Black,IC6
e001455,2018-12-27,2024-09-24,Sales,Male,White,S2
e001456,2018-12-14,2021-12-09,Administrative,Female,White,IC2
e001457,2018-12-26,2021-07-21,Sales,Female,Asian,IC6
e001458,2018-12-24,2020-01-16,Production,Female,Asian,S1
e001459,2018-12-07,2023-09-06,Administrative,Female,Asian,IC5
e001460,2018-12-11,2020-04-02,Production,Female,Hispanic,S2
e001461,2018-12-27,2019-07-12,Sales,Male,Asian,M6
e001462,2018-12-21,2019-01-23,Administrative,Male,Black,S3
e001463,2018-12-13,2019-10-01,Production,Female,Asian,IC2
e001464,2018-12-03,2020-02-14,Production,Male,Black,S1
e001465,2018-12-19,2020-11-13,Sales,Male,Hispanic,IC9
e001466,2018-12-11,2022-08-25,Production,Female,White,S3
e001467,2018-12-21,2020-02-05,Administrative,Male,Asian,IC6
e001468,2018-12-03,2019-09-06,Production,Female,Asian,M7
e001469,2018-12-26,2024-05-14,Sales,Female,Hispanic,IC6
e001470,2018-12-04,2024-04-29,Sales,Female,Asian,IC3
e001471,2018-12-04,2019-01-09,Sales,Male,Hispanic,S2
e001472,2018-12-27,2023-07-05,Sales,Female,Hispanic,S2
e001473,2018-12-13,2019-05-24,Sales,Female,Hispanic,IC5
e001474,2018-12-27,2020-05-27,Production,Male,White,S2
e001475,2018-12-14,2020-01-06,Production,Female,Black,IC3
e001476,2018-12-03,2020-01-10,Administrative,Male,Asian,S1
e001477,2018-12-04,2019-12-05,Production,Female,Hispanic,S3
e001478,2018-12-21,2020-06-17,Sales,Female,Black,IC6
e001479,2018-12-14,2019-10-01,Administrative,Female,Asian,IC8
e001480,2018-12-31,2023-04-13,Sales,Female,Asian,S3
e001481,2018-12-27,2019-09-02,Production,Female,Asian,S1
e001482,2018-12-12,2019-03-14,Administrative,Male,White,IC1
e001483,2018-12-26,2019-04-11,Sales,Female,Black,IC1
e001484,2018-12-05,2020-08-06,Administrative,Female,Asian,S1
e001485,2018-12-18,2023-08-14,Sales,Female,White,IC1
e001486,2019-01-18,2020-08-18,Sales,Female,White,S3
e001487,2019-01-04,2020-02-28,Sales,Female,White,IC6
e001488,2019-01-25,2020-01-29,Production,Male,White,IC5
e001489,2019-01-08,2019-08-13,Sales,Female,Hispanic,M6
e001490,2019-01-18,2023-03-24,Sales,Male,White,IC6
e001491,2019-01-16,2020-08-20,Production,Female,Asian,S2
e001492,2019-01-21,2020-03-24,Sales,Male,Asian,IC4
e001493,2019-01-11,2019-03-01,Production,Female,Asian,S1
e001494,2019-01-08,2020-01-06,Production,Female,White,S3
e001495,2019-01-03,2023-02-23,Sales,Male,Asian,IC2
e001496,2019-01-30,2021-05-10,Production,Female,Hispanic,IC6
e001497,2019-01-17,2022-03-17,Production,Female,Hispanic,IC5
e001498,2019-01-09,2020-12-11,Administrative,Female,Black,M4
e001499,2019-01-14,2020-09-08,Administrative,Female,Black,IC2
e001500,2019-01-29,2023-07-05,Administrative,Male,White,IC2
e001501,2019-01-31,2023-02-07,Sales,Female,White,M4
e001502,2019-01-07,2019-11-27,Sales,Male,Hispanic,M8
e001503,2019-01-24,2020-03-20,Sales,Male,White,S3
e001504,2019-01-04,2023-08-29,Sales,Female,Asian,IC7
e001505,2019-01-16,2024-02-15,Production,Male,Asian,IC3
e001506,2019-01-01,2021-05-07,Sales,Female,Asian,S3
e001507,2019-01-02,2020-11-20,Production,Male,Black,M5
e001508,2019-01-07,2020-03-30,Sales,Female,Asian,IC4
e001509,2019-01-23,2019-04-23,Administrative,Male,Asian,IC2
e001510,2019-01-17,2023-02-08,Sales,Male,Black,IC4
e001511,2019-01-07,2024-10-17,Sales,Female,White,S3
e001512,2019-01-24,2020-05-05,Administrative,Female,Asian,S3
e001513,2019-01-11,2020-05-05,Administrative,Male,Black,IC6
e001514,2019-01-16,2021-09-17,Sales,Female,Asian,IC4
e001515,2019-01-02,2021-09-16,Administrative,Female,Hispanic,M4
e001516,2019-01-07,2021-07-27,Sales,Male,Hispanic,IC3
e001517,2019-01-30,2020-12-01,Sales,Female,Asian,IC1
e001518,2019-01-01,2020-05-19,Administrative,Male,Black,IC1
e001519,2019-01-21,2020-03-31,Administrative,Male,Asian,S2
e001520,2019-01-29,2019-12-10,Administrative,Male,White,IC6
e001521,2019-01-08,2024-01-04,Sales,Female,White,IC3
e001522,2019-01-30,2020-01-09,Sales,Female,Hispanic,IC5
e001523,2019-01-18,2024-01-29,Production,Female,Black,IC3
e001524,2019-01-29,2020-09-25,Sales,Female,Black,S2
e001525,2019-01-30,2020-02-10,Sales,Male,Asian,IC3
e001526,2019-01-10,2023-12-11,Sales,Female,White,S1
e001527,2019-01-03,2023-09-13,Sales,Female,Black,IC7
e001528,2019-01-16,2021-12-06,Sales,Male,Hispanic,M5
e001529,2019-01-07,2019-04-22,Administrative,Male,Asian,IC4
e001530,2019-01-07,2019-09-06,Administrative,Male,Black,IC3
e001531,2019-01-08,2021-03-15,Production,Male,Asian,IC1
e001532,2019-01-08,2024-07-18,Sales,Female,Asian,M4
e001533,2019-01-08,2021-11-05,Administrative,Female,Asian,IC1
e001534,2019-01-02,2019-09-24,Administrative,Male,Asian,IC4
e001535,2019-01-17,2020-05-13,Sales,Female,Asian,IC3
e001536,2019-01-14,2020-04-03,Administrative,Female,Black,IC7
e001537,2019-01-14,2020-06-12,Production,Female,Black,M4
e001538,2019-01-24,2020-03-26,Administrative,Female,Black,IC1
e001539,2019-02-18,2019-12-17,Administrative,Female,Hispanic,IC4
e001540,2019-02-26,2020-05-07,Sales,Male,Asian,IC7
e001541,2019-02-15,2022-02-04,Production,Male,Black,IC7
e001542,2019-02-01,2020-12-18,Production,Female,Asian,IC2
e001543,2019-02-04,2020-07-14,Administrative,Male,White,M5
e001544,2019-02-08,2023-06-06,Sales,Male,Hispanic,IC4
e001545,2019-02-28,2020-06-23,Administrative,Female,Hispanic,S2
e001546,2019-02-26,2019-04-10,Sales,Male,Hispanic,IC2
e001547,2019-02-06,2024-09-27,Sales,Female,Asian,M6
e001548,2019-02-07,2019-09-12,Administrative,Female,White,IC1
e001549,2019-02-22,2022-02-07,Sales,Female,Asian,IC5
e001550,2019-02-19,2023-05-04,Administrative,Female,Asian,S1
e001551,2019-02-28,2023-09-21,Production,Male,Hispanic,IC2
e001552,2019-02-19,2020-08-13,Production,Male,Hispanic,S3
e001553,2019-02-26,2023-02-07,Administrative,Male,Hispanic,IC5
e001554,2019-02-08,2021-04-23,Administrative,Male,Hispanic,IC3
e001555,2019-02-11,2022-06-09,Administrative,Female,Asian,M5
e001556,2019-02-11,2024-04-03,Production,Male,White,M4
e001557,2019-02-07,2023-08-24,Administrative,Male,Hispanic,IC6
e001558,2019-02-19,2021-05-14,Administrative,Female,Asian,IC5
e001559,2019-02-14,2023-10-23,Production,Female,Asian,IC5
e001560,2019-02-28,2023-10-27,Production,Female,Asian,S2
e001561,2019-02-12,2023-11-02,Administrative,Male,White,IC1
e001562,2019-02-08,2020-02-14,Administrative,Female,Asian,S2
e001563,2019-02-21,2021-02-17,Sales,Male,Black,S3
e001564,2019-02-06,2024-01-26,Administrative,Female,Black,IC4
e001565,2019-02-14,2023-02-13,Production,Female,Asian,IC5
e001566,2019-02-25,2019-10-16,Production,Female,Asian,S3
e001567,2019-02-26,2020-09-10,Administrative,Female,Black,IC8
e001568,2019-02-08,2020-11-02,Sales,Male,Asian,IC2
e001569,2019-02-28,2023-09-07,Sales,Male,Hispanic,IC1
e001570,2019-02-18,2023-02-21,Sales,Male,Hispanic,IC3
e001571,2019-02-26,2019-04-01,Production,Male,Hispanic,IC3
e001572,2019-02-21,2021-10-14,Sales,Female,White,S3
e001573,2019-02-21,2023-02-21,Sales,Male,Hispanic,IC7
e001574,2019-02-18,2021-12-13,Sales,Female,White,S3
e001575,2019-02-12,2020-04-30,Administrative,Female,Black,IC4
e001576,2019-02-13,2020-11-30,Administrative,Male,Asian,S1
e001577,2019-02-28,2021-07-13,Sales,Female,Hispanic,IC1
e001578,2019-02-01,2021-11-03,Sales,Female,Hispanic,IC7
e001579,2019-02-19,,Administrative,Female,White,IC2
e001580,2019-02-13,2020-06-03,Administrative,Male,Hispanic,S3
e001581,2019-02-06,2020-05-22,Production,Male,Hispanic,M6
e001582,2019-02-11,2020-06-26,Administrative,Male,White,IC2
e001583,2019-02-28,2020-02-25,Sales,Male,Asian,IC6
e001584,2019-02-04,2020-05-25,Production,Male,Black,IC4
e001585,2019-02-01,2022-01-13,Production,Female,Black,S1
e001586,2019-02-15,2022-09-27,Production,Female,Hispanic,IC5
e001587,2019-02-08,2019-10-22,Sales,Female,Asian,IC2
e001588,2019-02-22,2019-10-23,Sales,Male,White,S2
e001589,2019-02-01,2021-12-23,Administrative,Male,Hispanic,IC3
e001590,2019-02-19,2019-10-15,Production,Male,Asian,IC1
e001591,2019-02-20,2020-11-20,Administrative,Male,White,S3
e001592,2019-02-21,2023-06-07,Production,Male,Black,IC4
e001593,2019-02-18,2019-08-19,Production,Female,White,S2
e001594,2019-02-22,2020-09-24,Sales,Female,Black,IC8
e001595,2019-02-18,2020-11-13,Administrative,Female,Asian,IC3
e001596,2019-02-25,2019-03-26,Sales,Female,Hispanic,IC4
e001597,2019-02-06,2020-05-25,Production,Female,Hispanic,S2
e001598,2019-02-06,2023-02-27,Production,Female,White,S3
e001599,2019-02-13,2020-03-10,Administrative,Male,Hispanic,IC1
e001600,2019-02-18,2022-08-24,Sales,Female,Asian,S1
e001601,2019-02-11,2020-08-13,Production,Female,Asian,IC9
e001602,2019-02-13,2019-05-27,Administrative,Female,White,IC2
e001603,2019-02-28,2020-11-06,Production,Female,Asian,S1
e001604,2019-02-18,2023-10-26,Production,Female,White,S1
e001605,2019-02-06,2024-04-19,Sales,Female,Hispanic,IC2
e001606,2019-02-05,2019-07-22,Production,Male,Asian,M4
e001607,2019-02-06,2023-09-11,Administrative,Male,Asian,S3
e001608,2019-02-05,2022-02-01,Sales,Female,Hispanic,S1
e001609,2019-02-08,2022-02-28,Administrative,Male,Asian,IC4
e001610,2019-02-18,2023-12-01,Sales,Female,White,S1
e001611,2019-02-05,2022-02-14,Sales,Female,Hispanic,M5
e001612,2019-02-14,2019-05-15,Sales,Female,Black,IC6
e001613,2019-02-21,2021-10-22,Production,Female,Hispanic,S1
e001614,2019-02-20,2020-07-10,Sales,Male,Black,S2
e001615,2019-03-25,2020-02-19,Administrative,Male,Hispanic,S1
e001616,2019-03-19,2020-11-20,Sales,Male,Black,S1
e001617,2019-03-26,2020-05-13,Administrative,Male,Asian,IC4
e001618,2019-03-07,2020-06-30,Sales,Male,Black,IC7
e001619,2019-03-19,2024-04-22,Production,Male,White,S3
e001620,2019-03-21,2019-10-23,Sales,Male,White,IC3
e001621,2019-03-01,2020-02-19,Administrative,Female,Asian,IC6
e001622,2019-03-06,2020-12-10,Sales,Female,White,M4
e001623,2019-03-22,2020-03-05,Production,Male,Asian,IC2
e001624,2019-03-21,2019-05-15,Production,Female,Asian,IC3
e001625,2019-03-04,2021-05-17,Production,Female,Black,IC4
e001626,2019-03-08,2019-11-28,Sales,Male,Black,IC1
e001627,2019-03-06,2024-01-08,Administrative,Male,Black,IC7
e001628,2019-03-06,2024-02-23,Production,Female,White,IC1
e001629,2019-03-22,2019-10-11,Production,Male,Hispanic,IC3
e001630,2019-03-13,2022-02-10,Sales,Male,Asian,IC4
e001631,2019-03-08,2023-09-07,Sales,Male,Asian,IC7
e001632,2019-03-14,2024-03-01,Sales,Female,Black,IC4
e001633,2019-03-26,2020-07-22,Sales,Female,White,IC5
e001634,2019-03-08,2023-02-14,Production,Female,White,IC3
e001635,2019-03-20,2023-02-23,Administrative,Male,Asian,S1
e001636,2019-03-18,2020-08-28,Production,Female,Black,M4
e001637,2019-03-29,2024-03-14,Administrative,Male,Black,IC6
e001638,2019-03-21,2023-08-30,Administrative,Female,Hispanic,IC4
e001639,2019-03-28,2020-12-17,Administrative,Male,Asian,IC2
e001640,2019-03-05,2019-10-31,Production,Female,Hispanic,IC2
e001641,2019-03-18,2019-04-11,Production,Male,Hispanic,S3
e001642,2019-03-04,2020-05-21,Administrative,Male,Hispanic,IC2
e001643,2019-03-22,2020-12-02,Administrative,Male,White,S2
e001644,2019-03-15,2021-07-01,Sales,Male,Hispanic,M8
e001645,2019-03-01,2020-08-05,Production,Male,Black,IC4
e001646,2019-03-21,2019-07-12,Sales,Female,Hispanic,M4
e001647,2019-03-22,2019-10-01,Sales,Female,Asian,S3
e001648,2019-03-14,2023-04-24,Sales,Female,Hispanic,IC5
e001649,2019-03-20,2019-10-22,Production,Female,Asian,M8
e001650,2019-03-12,2021-12-13,Sales,Female,Black,S3
e001651,2019-03-01,2020-09-28,Sales,Male,White,IC6
e001652,2019-03-15,2020-02-17,Sales,Female,White,IC3
e001653,2019-03-29,2020-03-18,Production,Male,Asian,M4
e001654,2019-03-12,2020-01-09,Production,Female,White,IC1
e001655,2019-03-28,2022-10-31,Sales,Female,Hispanic,IC6
e001656,2019-03-12,2023-12-15,Administrative,Female,White,IC5
e001657,2019-03-27,2021-07-06,Administrative,Female,Asian,IC2
e001658,2019-03-11,2022-02-03,Administrative,Female,White,M5
e001659,2019-03-04,2022-12-19,Sales,Male,Black,M5
e001660,2019-03-15,2020-01-14,Sales,Male,Asian,M4
e001661,2019-03-25,2022-02-10,Sales,Female,White,IC1
e001662,2019-03-19,2020-11-10,Administrative,Male,Asian,S1
e001663,2019-04-08,2021-12-30,Sales,Male,Asian,IC3
e001664,2019-04-09,2020-01-20,Production,Female,Asian,IC3
e001665,2019-04-30,2021-12-29,Administrative,Male,Asian,IC6
e001666,2019-04-03,2019-10-28,Sales,Female,Asian,S1
e001667,2019-04-03,2019-10-15,Production,Female,Black,IC2
e001668,2019-04-01,2022-03-18,Sales,Male,Asian,S2
e001669,2019-04-12,2020-05-25,Sales,Female,Hispanic,IC6
e001670,2019-04-24,2020-09-03,Production,Female,Asian,IC3
e001671,2019-04-10,2023-06-21,Sales,Female,Asian,IC3
e001672,2019-04-23,2022-06-01,Administrative,Female,Hispanic,IC1
e001673,2019-04-23,2019-07-16,Administrative,Female,Asian,M8
e001674,2019-04-08,2021-10-11,Sales,Female,Black,M7
e001675,2019-04-26,2024-02-08,Production,Female,Asian,IC6
e001676,2019-04-09,2021-11-08,Sales,Female,Black,S3
e001677,2019-04-12,2022-01-13,Production,Male,Asian,IC2
e001678,2019-04-08,2020-02-10,Administrative,Female,Hispanic,S3
e001679,2019-04-11,2021-05-28,Sales,Female,Black,IC7
e001680,2019-04-05,2023-02-07,Production,Female,Asian,S3
e001681,2019-04-02,2019-11-25,Production,Female,Hispanic,IC2
e001682,2019-04-18,2020-08-06,Production,Female,Asian,IC4
e001683,2019-04-15,2020-11-09,Administrative,Female,Black,IC3
e001684,2019-04-23,2020-02-18,Sales,Female,White,S2
e001685,2019-04-25,2022-03-07,Production,Female,White,IC5
e001686,2019-04-22,2021-01-18,Production,Female,Black,S2
e001687,2019-04-02,2019-08-16,Administrative,Female,Black,IC1
e001688,2019-04-26,2022-08-19,Production,Female,Black,M5
e001689,2019-04-15,2020-05-18,Sales,Female,Asian,IC1
e001690,2019-04-05,2022-02-09,Administrative,Male,Asian,IC4
e001691,2019-04-30,2022-02-09,Sales,Male,Hispanic,IC4
e001692,2019-04-23,2020-11-27,Sales,Female,Asian,S1
e001693,2019-04-03,2021-03-01,Administrative,Female,Asian,IC1
e001694,2019-04-08,2020-03-20,Sales,Male,Asian,S3
e001695,2019-04-18,2023-02-22,Production,Female,Asian,IC4
e001696,2019-04-23,2020-01-29,Administrative,Female,Asian,IC7
e001697,2019-04-22,2022-02-24,Administrative,Male,White,IC2
e001698,2019-04-22,2021-11-15,Sales,Female,Asian,IC4
e001699,2019-04-10,2020-06-03,Sales,Male,Asian,IC5
e001700,2019-04-23,2023-02-24,Administrative,Male,Asian,IC1
e001701,2019-04-10,2020-12-04,Administrative,Female,Asian,M6
e001702,2019-04-15,2023-08-24,Sales,Male,Black,S3
e001703,2019-04-04,2022-12-28,Production,Female,Hispanic,S1
e001704,2019-04-23,2022-12-26,Sales,Female,Asian,IC4
e001705,2019-04-10,2021-12-31,Administrative,Male,Asian,IC4
e001706,2019-04-19,2019-12-11,Production,Male,White,IC5
e001707,2019-04-04,2023-03-24,Administrative,Female,White,IC7
e001708,2019-04-01,2020-06-22,Production,Female,Hispanic,IC3
e001709,2019-04-15,2022-10-07,Production,Female,Hispanic,IC3
e001710,2019-04-26,,Sales,Male,Asian,M4
e001711,2019-04-04,2023-04-21,Production,Male,Asian,M4
e001712,2019-04-03,2023-11-01,Production,Female,White,IC1
e001713,2019-04-04,2019-12-03,Sales,Male,Hispanic,S1
e001714,2019-04-26,2021-10-15,Sales,Male,Asian,S3
e001715,2019-04-29,2023-10-23,Administrative,Male,Black,S1
e001716,2019-04-30,2020-01-08,Production,Male,White,IC4
e001717,2019-04-24,2021-05-21,Sales,Male,Asian,S1
e001718,2019-04-11,2024-04-16,Production,Male,Hispanic,S3
e001719,2019-04-17,2021-07-13,Administrative,Female,White,IC3
e001720,2019-04-02,2023-10-10,Sales,Male,White,IC6
